PO Number,Requisition Number,Order Date,Status,Transmission Method
8000007007,13059,12/27/19,Issued,Sent via cxml
8000007006,9439,12/27/19,Issued,Sent via Email
8000007005,9997,12/27/19,Issued,Sent via Email
8000007004,10464,12/27/19,Issued,Sent via Email
8000007003,11319,12/27/19,Issued,Sent via Email
8000007002,11912,12/27/19,Issued,Sent via Email
8000007001,12904,12/27/19,Issued,Sent via Email
8000007000,13013,12/27/19,Issued,Sent via Email
8000006999,11907,12/27/19,Issued,Sent via Email
8000006998,11731,12/27/19,Issued,Sent via Email
8000006997,11033,12/27/19,Issued,Sent via Email
8000006996,9894,12/27/19,Issued,Sent via Email
8000006995,13216,12/27/19,Issued,Sent via Email
8000006994,13217,12/27/19,Issued,Sent via Email
8000006993,13221,12/27/19,Issued,Sent via Email
8000006992,13270,12/27/19,Issued,Sent via cxml
8000006991,13273,12/27/19,Issued,Sent via cxml
8000006990,13427,12/27/19,Issued,Sent via cxml
8000006989,9113,12/27/19,Issued,Sent via Email
8000006988,8956,12/27/19,Issued,Sent via Email
8000006987,9723,12/27/19,Cancelled,Sent via Email
8000006986,9377,12/27/19,Issued,Sent via Email
8000006985,8937,12/27/19,Issued,Sent via Email
8000006984,13459,12/27/19,Issued,Sent via Email
8000006983,13503,12/27/19,Issued,Transmission Failure
8000006982,13500,12/27/19,Issued,Sent via cxml
8000006981,13077,12/27/19,Issued,Sent via Email
8000006980,11405,12/27/19,Issued,Sent via Email
8000006979,8153,12/27/19,Issued,Sent via Email
8200006978,13130,12/27/19,Issued,Sent via Email
8300006977,11730,12/27/19,Issued,Sent via Email
8000006976,6208,12/27/19,Issued,Sent via Email
8000006975,13518,12/26/19,Issued,Sent via Email
8000006974,5969,12/26/19,Issued,Sent via Email
8000006973,10986,12/26/19,Issued,Sent via Email
8000006972,11443,12/26/19,Issued,Sent via Email
8000006971,10473,12/26/19,Issued,Sent via Email
8000006970,11024,12/26/19,Issued,Sent via Email
8000006969,11142,12/26/19,Issued,Sent via Email
8000006968,12467,12/26/19,Issued,Sent via Email
8000006967,11228,12/26/19,Issued,Sent via Email
8000006966,13419,12/26/19,Issued,Sent via Email
8300006965,12988,12/26/19,Issued,Sent via Email
8000006964,11764,12/26/19,Issued,Sent via Email
8000006963,8563,12/26/19,Issued,Sent via Email
8000006962,11980,12/26/19,Issued,Sent via Email
8000006961,11417,12/26/19,Issued,Sent via Email
8000006960,11046,12/26/19,Issued,Sent via Email
8000006959,10709,12/26/19,Issued,Sent via Email
8000006958,10303,12/26/19,Issued,Sent via Email
8000006957,12013,12/26/19,Issued,Sent via Email
8000006956,11001,12/26/19,Issued,Sent via Email
8000006955,10144,12/26/19,Issued,Sent via Email
8000006954,11211,12/26/19,Issued,Sent via Email
8000006953,11970,12/26/19,Issued,Sent via Email
8000006952,8572,12/26/19,Issued,Sent via Email
8000006951,11971,12/26/19,Issued,Sent via Email
8000006950,12551,12/26/19,Issued,Sent via cxml
8000006949,11652,12/26/19,Issued,Sent via Email
8000006948,11826,12/26/19,Issued,Sent via Email
8000006947,10611,12/26/19,Issued,Sent via Email
8200006946,12566,12/26/19,Issued,Sent via Email
8300006945,13470,12/26/19,Issued,Sent via Email
8000006944,11659,12/26/19,Issued,Sent via Email
8000006943,11911,12/26/19,Issued,Sent via Email
8000006942,13498,12/26/19,Issued,Sent via cxml
8000006941,9799,12/26/19,Issued,Sent via Email
8000006940,13374,12/26/19,Issued,Sent via Email
8000006939,4833,12/26/19,Issued,Sent via Email
8000006938,11194,12/26/19,Issued,Sent via Email
8000006937,8379,12/26/19,Issued,Sent via Email
8000006936,9887,12/26/19,Issued,Not Sent
8000006935,12292,12/26/19,Issued,Sent via Email
8000006934,10276,12/26/19,Issued,Sent via Email
8000006933,12132,12/26/19,Issued,Sent via Email
8000006932,10035,12/26/19,Issued,Sent via Email
8000006931,9546,12/26/19,Issued,Sent via Email
8000006930,11075,12/26/19,Issued,Sent via Email
8000006929,11074,12/26/19,Issued,Sent via Email
8000006928,11086,12/25/19,Issued,Sent via Email
8300006927,4086,12/25/19,Issued,Sent via Email
8000006926,7301,12/24/19,Issued,Sent via Email
8000006925,13444,12/24/19,Issued,Transmission Failure
8000006924,13319,12/24/19,Issued,Sent via Email
8000006923,11219,12/24/19,Issued,Transmission Failure
8000006922,10555,12/24/19,Issued,Sent via Email
8000006921,9069,12/24/19,Issued,Transmission Failure
8300006920,11007,12/24/19,Issued,Sent via cxml
8000006919,9045,12/24/19,Issued,Sent via Email
8000006918,10598,12/24/19,Issued,Sent via Email
8000006917,13291,12/24/19,Issued,Sent via Email
8000006916,8283,12/24/19,Issued,Sent via Email
8000006915,11503,12/24/19,Issued,Sent via Email
8300006914,13042,12/24/19,Issued,Sent via Email
8200006913,13399,12/24/19,Issued,Sent via Email
8300006912,13139,12/24/19,Issued,Sent via Email
8200006911,13398,12/24/19,Issued,Sent via Email
8200006910,13397,12/24/19,Issued,Sent via Email
8300006909,13112,12/24/19,Issued,Sent via Email
8200006908,13395,12/24/19,Issued,Sent via Email
8200006907,13396,12/24/19,Issued,Sent via Email
8300006906,12428,12/24/19,Issued,Sent via Email
8300006905,12800,12/24/19,Issued,Sent via Email
8000006904,5967,12/24/19,Issued,Sent via Email
8000006903,13458,12/24/19,Issued,Sent via Email
8000006902,13268,12/24/19,Issued,Sent via cxml
8000006901,12580,12/24/19,Issued,Sent via cxml
8000006900,9788,12/24/19,Issued,Sent via Email
8000006899,10330,12/24/19,Issued,Sent via Email
8300006898,4242,12/24/19,Issued,Sent via Email
8200006897,13391,12/24/19,Issued,Sent via Email
8300006896,13286,12/24/19,Issued,Sent via Email
8000006895,12473,12/24/19,Issued,Sent via Email
8000006894,13358,12/24/19,Issued,Sent via Email
8000006893,11014,12/24/19,Issued,Sent via Email
8000006892,11496,12/24/19,Issued,Sent via Email
8000006891,11487,12/24/19,Issued,Sent via Email
8000006890,11492,12/24/19,Issued,Sent via Email
8300006889,13114,12/24/19,Issued,Sent via Email
8300006888,13119,12/24/19,Issued,Sent via Email
8000006887,13415,12/24/19,Issued,Sent via Email
8300006886,12858,12/24/19,Issued,Sent via Email
8300006885,12873,12/24/19,Issued,Sent via Email
8000006884,12823,12/24/19,Issued,Sent via Email
8300006883,13045,12/24/19,Issued,Sent via Email
8300006882,13050,12/24/19,Issued,Sent via Email
8300006881,12869,12/24/19,Issued,Sent via Email
8000006880,13214,12/24/19,Issued,Sent via Email
8000006879,13218,12/24/19,Issued,Sent via Email
8000006878,13215,12/24/19,Issued,Sent via Email
8000006877,13211,12/24/19,Issued,Sent via Email
8000006876,10031,12/24/19,Issued,Sent via Email
8000006875,11050,12/24/19,Issued,Sent via Email
8300006874,13416,12/24/19,Issued,Sent via cxml
8000006873,8617,12/24/19,Issued,Sent via Email
8000006872,13212,12/24/19,Issued,Sent via Email
8000006871,8702,12/24/19,Issued,Sent via Email
8300006870,13041,12/24/19,Issued,Sent via Email
8000006869,9495,12/24/19,Issued,Sent via Email
8000006868,13432,12/24/19,Issued,Sent via cxml
8000006867,6391,12/24/19,Issued,Sent via Email
8000006866,9636,12/24/19,Issued,Sent via Email
8000006865,8369,12/24/19,Issued,Sent via Email
8000006864,10433,12/24/19,Issued,Sent via Email
8000006863,9965,12/24/19,Issued,Sent via Email
8000006862,10829,12/24/19,Issued,Sent via Email
8000006861,13117,12/24/19,Cancelled,Sent via Email
8000006860,11047,12/24/19,Issued,Sent via Email
8000006859,10682,12/24/19,Issued,Sent via Email
8300006858,12967,12/24/19,Issued,Sent via Email
8000006857,13120,12/24/19,Issued,Transmission Failure
8000006856,13264,12/24/19,Issued,Sent via cxml
8300006855,12864,12/24/19,Issued,Sent via Email
8000006854,9220,12/24/19,Issued,Sent via Email
8000006853,12917,12/24/19,Issued,Sent via Email
8000006852,13343,12/24/19,Issued,Sent via Email
8000006851,13425,12/24/19,Issued,Sent via Email
8000006850,13115,12/24/19,Issued,Sent via Email
8000006849,13418,12/24/19,Issued,Sent via cxml
8000006848,10915,12/24/19,Issued,Sent via Email
8000006847,11223,12/24/19,Issued,Transmission Failure
8000006846,7163,12/24/19,Issued,Transmission Failure
8000006845,9998,12/24/19,Issued,Sent via Email
8000006844,5814,12/24/19,Issued,Sent via Email
8000006843,13378,12/24/19,Issued,Sent via cxml
8000006842,13309,12/24/19,Issued,Sent via cxml
8000006841,11150,12/24/19,Issued,Sent via Email
8300006840,13121,12/24/19,Issued,Sent via Email
8000006839,8528,12/24/19,Issued,Sent via cxml
8200006838,13386,12/24/19,Issued,Sent via Email
8200006837,13393,12/24/19,Issued,Sent via Email
8200006836,13389,12/24/19,Issued,Sent via Email
8200006835,13388,12/24/19,Issued,Sent via Email
8300006834,12872,12/24/19,Issued,Sent via Email
8200006833,13392,12/24/19,Issued,Sent via Email
8200006832,3706,12/24/19,Issued,Sent via Email
8300006831,12875,12/24/19,Issued,Sent via Email
8300006830,12911,12/24/19,Issued,Sent via Email
8200006829,13390,12/24/19,Issued,Sent via Email
8300006828,3001,12/24/19,Issued,Sent via Email
8000006827,11468,12/24/19,Issued,Sent via Email
8200006826,13387,12/24/19,Issued,Sent via Email
8300006825,13162,12/24/19,Issued,Sent via Email
8300006824,13161,12/24/19,Issued,Sent via Email
8300006823,13173,12/24/19,Issued,Sent via Email
8300006822,13126,12/24/19,Issued,Sent via Email
8300006821,2471,12/24/19,Issued,Sent via Email
8300006820,11678,12/23/19,Issued,Sent via Email
8300006819,8746,12/23/19,Issued,Sent via Email
8300006818,13149,12/23/19,Issued,Sent via Email
8300006817,12905,12/23/19,Issued,Sent via Email
8000006816,11064,12/23/19,Issued,Sent via Email
8000006814,11895,12/23/19,Issued,Sent via Email
8000006813,13351,12/23/19,Issued,Sent via Email
8000006812,13281,12/23/19,Issued,Sent via Email
8000006811,9776,12/23/19,Issued,Sent via Email
8000006810,5161,12/23/19,Issued,Transmission Failure
8000006809,9295,12/23/19,Issued,Sent via Email
8000006808,9789,12/23/19,Issued,Sent via Email
8000006807,9150,12/23/19,Issued,Sent via Email
8300006806,9999,12/23/19,Issued,Sent via Email
8000006805,8478,12/23/19,Issued,Sent via Email
8200006804,12795,12/23/19,Issued,Sent via Email
8000006803,9578,12/23/19,Issued,Sent via Email
8200006802,13385,12/23/19,Issued,Sent via Email
8000006801,12717,12/23/19,Issued,Sent via Email
8000006800,10634,12/23/19,Issued,Sent via Email
8000006799,12346,12/23/19,Issued,Sent via Email
8000006798,8412,12/23/19,Issued,Sent via Email
8000006797,11514,12/23/19,Issued,Sent via Email
8000006796,12668,12/23/19,Issued,Sent via Email
8000006795,10621,12/23/19,Issued,Sent via Email
8300006794,13159,12/23/19,Issued,Sent via Email
8000006793,11053,12/23/19,Issued,Sent via Email
8000006792,13379,12/23/19,Issued,Sent via Email
8000006791,12907,12/23/19,Issued,Sent via cxml
8000006790,13298,12/23/19,Issued,Sent via Email
8000006789,9124,12/23/19,Issued,Sent via Email
8000006788,13356,12/23/19,Issued,Sent via Email
8000006787,5982,12/23/19,Issued,Sent via cxml
8000006786,10837,12/23/19,Issued,Sent via Email
8000006785,10779,12/23/19,Issued,Sent via Email
8000006784,10101,12/23/19,Issued,Sent via Email
8000006783,10106,12/23/19,Issued,Sent via Email
8300006782,12802,12/23/19,Issued,Sent via Email
8300006781,12763,12/23/19,Issued,Sent via Email
8300006780,12803,12/23/19,Issued,Sent via Email
8300006779,13068,12/23/19,Issued,Sent via Email
8000006778,8974,12/23/19,Issued,Sent via Email
8000006777,12645,12/23/19,Issued,Sent via cxml
8000006776,12637,12/23/19,Issued,Sent via Email
8000006775,12510,12/23/19,Issued,Sent via Email
8000006774,9905,12/23/19,Issued,Sent via cxml
8300006773,13164,12/23/19,Issued,Sent via Email
8300006772,13169,12/23/19,Issued,Sent via Email
8000006771,10938,12/23/19,Issued,Sent via Email
8000006770,10954,12/23/19,Issued,Sent via Email
8000006769,10963,12/23/19,Issued,Sent via Email
8200006768,13182,12/23/19,Issued,Sent via Email
8000006767,12065,12/23/19,Issued,Sent via Email
8000006766,10777,12/23/19,Issued,Sent via Email
8000006765,13336,12/23/19,Issued,Sent via Email
8300006764,10241,12/23/19,Issued,Sent via Email
8000006763,10730,12/23/19,Issued,Sent via Email
8000006762,6670,12/23/19,Issued,Sent via Email
8000006761,8249,12/23/19,Issued,Sent via Email
8000006760,9262,12/23/19,Issued,Sent via Email
8000006759,10863,12/23/19,Issued,Sent via cxml
8000006758,12740,12/23/19,Issued,Sent via cxml
8000006757,12558,12/23/19,Cancelled,Sent via Email
8300006756,13137,12/23/19,Issued,Sent via Email
8000006755,10586,12/23/19,Issued,Sent via Email
8300006754,11126,12/23/19,Issued,Sent via Email
8000006753,13305,12/23/19,Issued,Sent via Email
8000006752,13312,12/23/19,Issued,Sent via Email
8000006751,10944,12/23/19,Issued,Sent via Email
8000006750,10942,12/23/19,Issued,Sent via Email
8000006749,10933,12/23/19,Issued,Sent via Email
8000006748,13326,12/23/19,Issued,Sent via cxml
8300006747,13008,12/23/19,Issued,Sent via Email
8000006746,9872,12/23/19,Issued,Sent via Email
8000006745,13344,12/23/19,Issued,Sent via Email
8000006744,6510,12/23/19,Issued,Sent via Email
8000006743,13011,12/23/19,Issued,Sent via Email
8200006742,12619,12/23/19,Issued,Sent via Email
8000006741,9334,12/23/19,Issued,Sent via Email
8000006740,9844,12/23/19,Issued,Sent via Email
8000006739,10378,12/23/19,Issued,Sent via Email
8000006738,13175,12/23/19,Issued,Sent via Email
8000006737,9430,12/23/19,Issued,Sent via Email
8000006736,11485,12/23/19,Issued,Sent via Email
8000006735,10672,12/23/19,Issued,Sent via Email
8000006734,12826,12/23/19,Issued,Sent via Email
8000006733,12121,12/23/19,Issued,Sent via cxml
8300006732,12982,12/23/19,Issued,Sent via Email
8300006731,12776,12/23/19,Issued,Sent via Email
8000006730,9710,12/23/19,Issued,Sent via Email
8000006729,12448,12/23/19,Issued,Sent via Email
8300006728,13031,12/23/19,Issued,Sent via Email
8300006727,13024,12/23/19,Issued,Sent via Email
8300006726,13012,12/23/19,Issued,Sent via Email
8300006725,12920,12/23/19,Issued,Sent via Email
8300006724,12972,12/23/19,Issued,Sent via Email
8300006723,12977,12/23/19,Issued,Sent via Email
8200006722,12791,12/23/19,Issued,Sent via Email
8300006721,12395,12/23/19,Issued,Sent via Email
8300006720,12673,12/23/19,Issued,Sent via Email
8200006719,3675,12/23/19,Issued,Sent via Email
8200006718,3344,12/23/19,Issued,Sent via Email
8300006717,13151,12/23/19,Issued,Sent via Email
8300006716,13022,12/23/19,Issued,Sent via Email
8300006715,13026,12/23/19,Issued,Sent via Email
8300006714,13030,12/23/19,Issued,Sent via Email
8300006713,13034,12/23/19,Issued,Sent via Email
8300006712,13199,12/23/19,Issued,Sent via Email
8300006711,13036,12/23/19,Issued,Sent via Email
8300006710,13116,12/23/19,Issued,Sent via Email
8300006709,12424,12/23/19,Issued,Sent via Email
8300006708,12665,12/23/19,Issued,Sent via Email
8300006707,12721,12/23/19,Cancelled,Sent via Email
8300006706,12764,12/23/19,Issued,Sent via Email
8200006705,12857,12/23/19,Issued,Sent via Email
8300006704,13247,12/23/19,Issued,Sent via Email
8300006703,13245,12/23/19,Issued,Sent via Email
8300006702,13237,12/23/19,Issued,Sent via Email
8300006701,13234,12/23/19,Issued,Sent via Email
8300006700,13229,12/23/19,Issued,Sent via Email
8300006699,13200,12/23/19,Issued,Sent via Email
8300006698,13194,12/23/19,Issued,Sent via Email
8300006697,13196,12/23/19,Issued,Sent via Email
8300006696,9830,12/23/19,Issued,Sent via Email
8300006695,13037,12/23/19,Issued,Sent via Email
8300006694,12925,12/23/19,Issued,Sent via Email
8300006693,12425,12/23/19,Issued,Sent via Email
8300006692,13198,12/23/19,Issued,Sent via Email
8000006691,9602,12/23/19,Issued,Sent via cxml
8300006690,13124,12/23/19,Issued,Sent via Email
8300006689,13006,12/23/19,Issued,Sent via Email
8200006688,7197,12/23/19,Issued,Sent via Email
8300006687,13074,12/23/19,Issued,Sent via Email
8300006686,13089,12/23/19,Issued,Sent via Email
8300006685,13143,12/23/19,Issued,Sent via Email
8300006684,13144,12/23/19,Issued,Sent via Email
8300006683,13203,12/23/19,Issued,Sent via Email
8300006682,4029,12/23/19,Issued,Sent via Email
8300006681,13201,12/23/19,Issued,Sent via Email
8300006680,13197,12/23/19,Issued,Sent via Email
8300006679,12687,12/23/19,Issued,Sent via Email
8300006678,12761,12/23/19,Issued,Sent via Email
8300006677,13055,12/23/19,Issued,Sent via Email
8300006676,13193,12/23/19,Issued,Sent via Email
8300006675,13190,12/23/19,Issued,Sent via Email
8300006674,13000,12/23/19,Issued,Sent via Email
8300006673,13189,12/23/19,Issued,Sent via Email
8300006672,12933,12/23/19,Issued,Sent via Email
8300006671,13188,12/23/19,Issued,Sent via Email
8300006670,12944,12/23/19,Issued,Sent via Email
8000006669,10067,12/23/19,Issued,Sent via Email
8000006668,9835,12/23/19,Issued,Sent via Email
8000006667,10943,12/23/19,Issued,Sent via Email
8000006666,6902,12/23/19,Issued,Sent via Email
8000006665,13274,12/23/19,Issued,Sent via Email
8000006664,12296,12/23/19,Issued,Sent via cxml
8000006663,9532,12/23/19,Issued,Sent via Email
8000006662,11747,12/23/19,Issued,Not Sent
8000006661,11125,12/23/19,Issued,Sent via cxml
8000006660,8921,12/23/19,Issued,Sent via Email
8000006659,10982,12/23/19,Issued,Sent via Email
8000006658,9893,12/23/19,Issued,Sent via Email
8000006657,8088,12/23/19,Issued,Sent via Email
8000006656,9527,12/23/19,Issued,Sent via Email
8000006655,12661,12/23/19,Issued,Sent via cxml
8300006654,13195,12/23/19,Issued,Sent via Email
8000006653,12946,12/23/19,Issued,Sent via Email
8000006652,12962,12/23/19,Issued,Sent via Email
8000006651,10218,12/23/19,Issued,Sent via Email
8000006650,12942,12/23/19,Issued,Sent via Email
8300006649,10880,12/23/19,Issued,Sent via Email
8300006648,13204,12/23/19,Issued,Sent via Email
8300006647,13207,12/23/19,Issued,Sent via Email
8300006646,7034,12/23/19,Issued,Sent via Email
8000006645,4399,12/23/19,Issued,Sent via Email
8000006644,10515,12/23/19,Issued,Sent via cxml
8000006643,10633,12/23/19,Issued,Sent via Email
8000006642,10842,12/23/19,Issued,Sent via Email
8000006641,10344,12/23/19,Issued,Sent via Email
8000006640,12616,12/23/19,Issued,Sent via Email
8000006639,12862,12/23/19,Issued,Sent via Email
8000006638,12618,12/23/19,Issued,Sent via Email
8200006637,13258,12/23/19,Cancelled,Sent via Email
8000006636,11032,12/23/19,Issued,Sent via Email
8000006635,12479,12/23/19,Issued,Sent via cxml
8000006634,13141,12/23/19,Issued,Sent via Email
8300006633,13192,12/23/19,Issued,Sent via Email
8000006632,10419,12/23/19,Issued,Sent via Email
8300006631,13230,12/23/19,Issued,Sent via Email
8300006630,13232,12/23/19,Issued,Sent via Email
8300006629,13233,12/23/19,Issued,Sent via Email
8300006628,13235,12/23/19,Issued,Sent via Email
8300006627,13236,12/23/19,Issued,Sent via Email
8000006626,5401,12/23/19,Issued,Sent via Email
8300006625,13238,12/23/19,Issued,Sent via Email
8000006624,10114,12/23/19,Issued,Sent via Email
8000006623,8747,12/23/19,Issued,Sent via Email
8300006622,13239,12/23/19,Issued,Sent via Email
8000006621,12078,12/23/19,Issued,Sent via Email
8300006620,13240,12/23/19,Issued,Sent via Email
8000006619,13076,12/23/19,Issued,Not Sent
8300006618,13241,12/23/19,Issued,Sent via Email
8300006617,13242,12/23/19,Issued,Sent via Email
8000006616,12896,12/23/19,Issued,Transmission Failure
8300006615,13243,12/23/19,Issued,Sent via Email
8300006614,13244,12/23/19,Issued,Sent via Email
8300006613,13246,12/23/19,Issued,Sent via Email
8300006612,13248,12/23/19,Issued,Sent via Email
8300006611,13249,12/23/19,Issued,Sent via Email
8000006610,10924,12/23/19,Issued,Sent via Email
8300006609,13250,12/23/19,Issued,Sent via Email
8300006608,13251,12/23/19,Issued,Sent via Email
8300006607,13252,12/23/19,Issued,Sent via Email
8300006606,12852,12/23/19,Issued,Sent via Email
8300006605,12770,12/23/19,Issued,Sent via Email
8000006604,9131,12/23/19,Issued,Sent via Email
8300006603,12061,12/23/19,Issued,Sent via Email
8300006602,13152,12/23/19,Issued,Sent via Email
8300006601,3851,12/23/19,Issued,Sent via Email
8300006600,12543,12/23/19,Issued,Sent via Email
8300006599,12891,12/23/19,Issued,Sent via Email
8200006598,11071,12/23/19,Issued,Sent via Email
8300006597,13110,12/23/19,Issued,Sent via Email
8300006596,13125,12/23/19,Issued,Sent via Email
8300006595,13131,12/23/19,Issued,Sent via Email
8000006594,11695,12/22/19,Issued,Sent via cxml
8000006593,12974,12/22/19,Issued,Sent via Email
8000006592,12228,12/22/19,Issued,Sent via Email
8000006591,12981,12/22/19,Issued,Sent via cxml
8000006590,13070,12/22/19,Issued,Sent via cxml
8300006589,12801,12/22/19,Issued,Sent via Email
8000006588,13172,12/21/19,Issued,Sent via Email
8000006587,10396,12/21/19,Cancelled,Sent via Email
8300006586,12431,12/20/19,Issued,Sent via Email
8300006585,12430,12/20/19,Issued,Sent via Email
8300006584,12780,12/20/19,Issued,Sent via Email
8300006583,12779,12/20/19,Issued,Sent via Email
8200006582,13160,12/20/19,Issued,Sent via Email
8200006581,13168,12/20/19,Issued,Sent via Email
8200006580,13165,12/20/19,Issued,Sent via Email
8200006579,13163,12/20/19,Issued,Sent via Email
8300006578,12577,12/20/19,Issued,Sent via Email
8300006577,6831,12/20/19,Issued,Sent via Email
8000006576,7332,12/20/19,Issued,Sent via Email
8000006575,10412,12/20/19,Issued,Sent via Email
8000006574,8473,12/20/19,Issued,Sent via Email
8000006573,12909,12/20/19,Issued,Sent via Email
8300006572,13079,12/20/19,Issued,Sent via Email
8300006571,13108,12/20/19,Issued,Sent via Email
8200006570,13170,12/20/19,Issued,Sent via Email
8000006569,9605,12/20/19,Issued,Sent via Email
8000006568,7426,12/20/19,Issued,Sent via Email
8000006567,8494,12/20/19,Issued,Sent via Email
8300006566,12391,12/20/19,Issued,Sent via Email
8300006565,10892,12/20/19,Issued,Sent via Email
8300006564,10808,12/20/19,Issued,Sent via Email
8000006563,12709,12/20/19,Issued,Transmission Failure
8300006562,12777,12/20/19,Issued,Sent via Email
8300006561,12533,12/20/19,Issued,Sent via Email
8000006560,9558,12/20/19,Issued,Sent via Email
8000006559,12945,12/20/19,Issued,Sent via cxml
8000006558,10325,12/20/19,Issued,Sent via Email
8000006557,8698,12/20/19,Issued,Transmission Failure
8000006556,6724,12/20/19,Issued,Sent via Email
8000006555,11996,12/20/19,Issued,Sent via Email
8000006554,11059,12/20/19,Issued,Sent via Email
8000006552,12250,12/20/19,Issued,Sent via Email
8000006551,10717,12/20/19,Issued,Sent via Email
8000006550,9191,12/20/19,Issued,Sent via Email
8300006549,12615,12/20/19,Issued,Sent via Email
8300006548,12671,12/20/19,Issued,Sent via Email
8300006547,13063,12/20/19,Issued,Sent via Email
8000006546,9823,12/20/19,Issued,Sent via Email
8300006545,13105,12/20/19,Issued,Sent via Email
8000006544,6437,12/20/19,Issued,Sent via Email
8000006543,13080,12/20/19,Issued,Sent via Email
8000006542,8012,12/20/19,Issued,Sent via Email
8000006541,12271,12/20/19,Issued,Sent via Email
8000006540,11094,12/20/19,Issued,Sent via Email
8000006539,10872,12/20/19,Issued,Sent via Email
8000006538,10557,12/20/19,Issued,Sent via Email
8000006537,12276,12/20/19,Issued,Sent via Email
8000006536,12707,12/20/19,Issued,Sent via Email
8000006535,12625,12/20/19,Issued,Sent via Email
8000006534,7364,12/20/19,Issued,Sent via cxml
8300006533,13017,12/20/19,Issued,Sent via Email
8300006532,12624,12/20/19,Issued,Sent via Email
8300006531,12767,12/20/19,Issued,Sent via Email
8300006530,11530,12/20/19,Issued,Sent via Email
8000006529,13051,12/20/19,Issued,Sent via Email
8300006528,13065,12/20/19,Issued,Sent via Email
8000006527,12841,12/20/19,Issued,Transmission Failure
8300006526,13046,12/20/19,Issued,Sent via Email
8000006525,8263,12/20/19,Issued,Sent via Email
8000006524,9183,12/20/19,Issued,Sent via Email
8000006523,9570,12/20/19,Issued,Sent via Email
8000006522,11360,12/20/19,Issued,Sent via cxml
8000006521,12145,12/20/19,Issued,Sent via Email
8000006520,7498,12/20/19,Issued,Sent via Email
8000006519,9979,12/20/19,Issued,Sent via cxml
8000006518,10792,12/20/19,Issued,Sent via Email
8000006517,11709,12/20/19,Issued,Sent via Email
8000006516,5105,12/20/19,Issued,Sent via Email
8000006515,12548,12/20/19,Issued,Sent via Email
8000006514,5588,12/20/19,Cancelled,Sent via Email
8000006513,12659,12/20/19,Issued,Sent via Email
8300006512,11674,12/20/19,Issued,Sent via Email
8300006511,13040,12/20/19,Issued,Sent via Email
8000006510,12924,12/20/19,Issued,Sent via Email
8000006509,12928,12/20/19,Issued,Sent via Email
8000006508,12955,12/20/19,Issued,Transmission Failure
8000006507,12995,12/20/19,Issued,Sent via cxml
8000006506,13009,12/20/19,Issued,Sent via Email
8000006505,13028,12/20/19,Issued,Sent via Email
8000006504,5627,12/20/19,Issued,Sent via Email
8000006503,12746,12/20/19,Issued,Sent via Email
8300006502,12340,12/20/19,Issued,Sent via Email
8000006501,8287,12/20/19,Issued,Sent via Email
8300006500,12039,12/20/19,Issued,Sent via Email
8000006499,9829,12/20/19,Issued,Sent via Email
8000006498,11946,12/20/19,Issued,Sent via Email
8000006497,11992,12/20/19,Issued,Sent via Email
8000006496,11991,12/20/19,Issued,Sent via Email
8000006495,11811,12/20/19,Issued,Sent via Email
8000006494,12817,12/20/19,Issued,Sent via Email
8000006493,12818,12/20/19,Issued,Sent via cxml
8000006492,10444,12/20/19,Issued,Sent via Email
8000006491,10061,12/20/19,Issued,Sent via Email
8000006490,12750,12/20/19,Issued,Sent via Email
8000006489,12409,12/20/19,Issued,Sent via Email
8300006488,12570,12/20/19,Issued,Sent via cxml
8000006487,11938,12/20/19,Issued,Sent via Email
8000006486,10765,12/20/19,Issued,Transmission Failure
8000006485,12652,12/20/19,Issued,Sent via Email
8000006484,10332,12/20/19,Issued,Sent via Email
8000006483,10436,12/20/19,Issued,Sent via Email
8300006482,12547,12/20/19,Issued,Sent via Email
8000006481,10601,12/20/19,Issued,Sent via Email
8000006480,3763,12/20/19,Issued,Sent via Email
8300006479,12529,12/20/19,Issued,Sent via Email
8300006478,12501,12/20/19,Issued,Sent via Email
8300006477,12538,12/20/19,Issued,Sent via Email
8300006476,12758,12/20/19,Issued,Sent via Email
8300006475,12769,12/20/19,Issued,Sent via Email
8300006474,12775,12/20/19,Issued,Sent via Email
8200006473,12422,12/20/19,Issued,Sent via Email
8200006472,12782,12/20/19,Issued,Sent via Email
8200006471,2757,12/20/19,Issued,Sent via Email
8300006470,10267,12/20/19,Issued,Sent via Email
8200006469,3817,12/20/19,Issued,Sent via Email
8300006468,11249,12/20/19,Issued,Sent via Email
8000006467,9478,12/20/19,Issued,Sent via Email
8000006466,9480,12/20/19,Issued,Sent via Email
8000006465,10848,12/20/19,Issued,Sent via Email
8000006464,9017,12/20/19,Issued,Sent via Email
8000006463,10502,12/20/19,Issued,Sent via Email
8000006462,12694,12/20/19,Issued,Sent via Email
8000006461,11904,12/20/19,Issued,Sent via Email
8000006460,10867,12/20/19,Issued,Sent via Email
8000006459,9637,12/20/19,Issued,Sent via Email
8000006458,9484,12/20/19,Issued,Sent via Email
8000006457,7750,12/20/19,Issued,Sent via Email
8000006456,10885,12/20/19,Issued,Sent via Email
8300006455,12429,12/20/19,Issued,Sent via Email
8300006454,8457,12/20/19,Issued,Sent via Email
8000006453,12838,12/20/19,Issued,Sent via Email
8000006452,12878,12/20/19,Issued,Sent via Email
8000006451,12956,12/20/19,Issued,Sent via Email
8000006450,11254,12/20/19,Issued,Sent via Email
