PO Number,Requisition Number,Order Date,Status,Transmission Method
8000016091,25586,02/27/20,Issued,Sent via Email
8000016090,23295,02/27/20,Issued,Sent via Email
8000016089,25352,02/27/20,Issued,Sent via Email
8000016088,25189,02/27/20,Issued,Sent via Email
8000016087,15750,02/27/20,Issued,Sent via Email
8000016086,24595,02/27/20,Issued,Sent via Email
8000016085,25492,02/27/20,Issued,Sent via Email
8000016084,25495,02/27/20,Issued,Sent via Email
8000016083,24849,02/27/20,Issued,Sent via Email
8000016082,25128,02/27/20,Issued,Sent via Email
8000016081,24031,02/27/20,Issued,Sent via Email
8000016080,24979,02/27/20,Issued,Sent via Email
8000016079,24558,02/27/20,Issued,Sent via Email
8000016078,24791,02/27/20,Issued,Sent via Email
8000016077,19734,02/27/20,Issued,Sent via Email
8000016076,25157,02/27/20,Issued,Sent via Email
8000016075,24828,02/27/20,Issued,Sent via Email
8000016074,17265,02/27/20,Issued,Sent via Email
8000016073,24823,02/27/20,Issued,Sent via Email
8000016072,24819,02/27/20,Issued,Sent via Email
8000016071,24825,02/27/20,Issued,Sent via Email
8000016070,25629,02/27/20,Issued,Sent via Email
8000016069,25090,02/27/20,Issued,Sent via Email
8000016068,24369,02/27/20,Issued,Sent via Email
8000016067,24986,02/27/20,Issued,Sent via Email
8000016066,24841,02/27/20,Issued,Sent via Email
8200016065,22385,02/27/20,Issued,Sent via Email
8000016064,23237,02/27/20,Issued,Sent via Email
8000016063,22813,02/27/20,Issued,Sent via Email
8000016062,24970,02/27/20,Issued,Sent via Email
8000016061,24876,02/27/20,Issued,Sent via Email
8000016060,24870,02/27/20,Issued,Sent via Email
8000016059,25308,02/27/20,Issued,Sent via Email
8000016058,25687,02/27/20,Issued,Sent via Email
8000016057,25593,02/27/20,Issued,Sent via Email
8000016056,24463,02/27/20,Issued,Sent via Email
8000016055,25803,02/27/20,Issued,Sent via Email
8300016054,24636,02/27/20,Issued,Sent via Email
8300016053,22449,02/27/20,Issued,Sent via Email
8000016052,24587,02/27/20,Issued,Sent via Email
8000016051,24092,02/27/20,Issued,Sent via Email
8000016050,25836,02/27/20,Issued,Sent via Email
8000016049,22965,02/27/20,Issued,Sent via Email
8000016048,25834,02/27/20,Issued,Sent via Email
8000016047,25832,02/27/20,Issued,Sent via Email
8000016046,25828,02/27/20,Issued,Sent via Email
8000016045,25695,02/27/20,Issued,Sent via Email
8000016044,20246,02/27/20,Issued,Sent via Email
8300016043,25306,02/27/20,Issued,Sent via Email
8000016042,21194,02/27/20,Issued,Sent via Email
8000016041,15441,02/27/20,Issued,Sent via Email
8000016040,14465,02/27/20,Issued,Sent via Email
8000016039,12986,02/27/20,Issued,Sent via Email
8000016038,25216,02/27/20,Issued,Sent via Email
8000016037,19719,02/27/20,Issued,Sent via Email
8000016036,25276,02/27/20,Issued,Sent via Email
8000016035,24665,02/27/20,Issued,Sent via Email
8000016034,25165,02/27/20,Issued,Sent via Email
8000016033,24630,02/27/20,Issued,Sent via Email
8000016032,14879,02/27/20,Issued,Sent via Email
8000016031,24943,02/27/20,Issued,Sent via Email
8000016030,25257,02/27/20,Issued,Sent via Email
8000016029,25449,02/27/20,Issued,Sent via Email
8000016028,25516,02/27/20,Issued,Sent via Email
8000016027,24782,02/27/20,Issued,Sent via Email
8000016026,25666,02/27/20,Issued,Sent via Email
8300016025,25706,02/27/20,Issued,Sent via Email
8000016024,25367,02/27/20,Issued,Sent via Email
8000016023,25114,02/27/20,Issued,Sent via Email
8000016022,25264,02/27/20,Issued,Sent via Email
8000016021,25062,02/27/20,Issued,Sent via Email
8000016020,24652,02/27/20,Issued,Sent via Email
8000016019,25392,02/27/20,Issued,Sent via Email
8000016018,17071,02/27/20,Issued,Sent via Email
8000016017,20156,02/27/20,Issued,Sent via Email
8000016016,25464,02/27/20,Issued,Sent via Email
8000016015,25699,02/27/20,Issued,Sent via Email
8000016014,25711,02/27/20,Issued,Sent via Email
8000016013,24546,02/27/20,Issued,Sent via Email
8000016012,25428,02/27/20,Issued,Sent via Email
8000016011,25132,02/27/20,Issued,Sent via Email
8000016010,15527,02/27/20,Issued,Sent via Email
8000016009,25321,02/27/20,Issued,Sent via Email
8000016008,25723,02/27/20,Issued,Sent via Email
8000016007,25718,02/27/20,Issued,Sent via Email
8000016006,25282,02/27/20,Issued,Sent via Email
8000016005,25414,02/27/20,Issued,Sent via Email
8000016004,25044,02/27/20,Issued,Sent via Email
8000016003,25046,02/27/20,Issued,Sent via Email
8000016002,24297,02/27/20,Issued,Sent via Email
8000016001,23400,02/27/20,Issued,Sent via Email
8000016000,25696,02/27/20,Issued,Sent via Email
8000015999,22687,02/27/20,Issued,Sent via Email
8300015998,24205,02/27/20,Issued,Sent via Email
8000015997,20559,02/27/20,Issued,Sent via Email
8000015996,25602,02/27/20,Issued,Sent via Email
8000015995,21874,02/27/20,Issued,Sent via Email
8000015994,24406,02/27/20,Issued,Sent via Email
8000015993,24634,02/27/20,Issued,Sent via Email
8000015992,24719,02/27/20,Issued,Sent via Email
8000015991,23988,02/27/20,Issued,Sent via Email
8000015990,23168,02/27/20,Issued,Sent via Email
8000015989,24024,02/27/20,Issued,Sent via Email
8000015988,21366,02/27/20,Issued,Sent via Email
8000015987,23111,02/27/20,Issued,Sent via Email
8000015986,25027,02/27/20,Issued,Sent via Email
8000015985,19538,02/27/20,Issued,Sent via Email
8000015984,23447,02/27/20,Issued,Sent via Email
8000015983,24178,02/27/20,Issued,Sent via Email
8000015982,23331,02/27/20,Issued,Sent via Email
8000015981,24722,02/27/20,Issued,Sent via Email
8000015980,24932,02/27/20,Issued,Sent via Email
8000015979,25074,02/27/20,Issued,Sent via Email
8000015978,25268,02/27/20,Issued,Sent via Email
8000015977,25036,02/27/20,Issued,Sent via Email
8000015976,24582,02/27/20,Issued,Sent via Email
8000015975,24250,02/27/20,Issued,Sent via Email
8000015974,23871,02/27/20,Issued,Sent via Email
8000015973,23047,02/27/20,Issued,Sent via Email
8000015972,25048,02/27/20,Issued,Sent via Email
8000015971,24329,02/27/20,Issued,Sent via Email
8000015970,22414,02/27/20,Issued,Sent via Email
8000015969,25425,02/27/20,Issued,Sent via Email
8000015968,25040,02/27/20,Issued,Sent via Email
8000015967,25346,02/27/20,Issued,Sent via Email
8000015966,22861,02/27/20,Issued,Sent via Email
8000015965,23923,02/27/20,Issued,Sent via Email
8000015964,23691,02/27/20,Issued,Sent via Email
8000015963,22594,02/27/20,Issued,Sent via Email
8000015962,25749,02/27/20,Issued,Sent via Email
8000015961,25431,02/27/20,Issued,Sent via Email
8000015960,11040,02/27/20,Issued,Sent via Email
8000015959,25256,02/27/20,Issued,Sent via Email
8000015958,21905,02/27/20,Issued,Sent via Email
8000015957,17767,02/27/20,Issued,Sent via Email
8000015956,25625,02/27/20,Issued,Sent via Email
8000015955,25618,02/27/20,Issued,Sent via Email
8000015954,24386,02/27/20,Issued,Sent via Email
8000015953,25042,02/27/20,Issued,Sent via Email
8000015952,24816,02/27/20,Issued,Sent via Email
8000015951,23863,02/27/20,Issued,Sent via Email
8000015950,21529,02/27/20,Issued,Sent via Email
8000015949,25558,02/27/20,Issued,Sent via Email
8000015948,25125,02/27/20,Issued,Sent via Email
8000015947,23250,02/27/20,Issued,Sent via Email
8000015946,25620,02/27/20,Issued,Sent via Email
8000015945,25619,02/27/20,Issued,Sent via Email
8000015944,25016,02/27/20,Issued,Sent via Email
8000015943,19561,02/27/20,Issued,Sent via Email
8300015942,25303,02/27/20,Issued,Sent via Email
8000015941,25640,02/27/20,Issued,Sent via Email
8300015940,25652,02/27/20,Issued,Sent via Email
8300015939,25650,02/27/20,Issued,Sent via Email
8000015938,25245,02/27/20,Issued,Sent via Email
8300015937,25345,02/27/20,Issued,Sent via Email
8300015936,22328,02/27/20,Issued,Sent via Email
8000015935,25047,02/27/20,Issued,Sent via Email
8000015934,25692,02/27/20,Issued,Sent via Email
8000015933,25690,02/27/20,Issued,Sent via Email
8000015932,24545,02/27/20,Issued,Sent via Email
8000015931,25267,02/27/20,Issued,Sent via Email
8000015930,25688,02/27/20,Issued,Sent via Email
8000015929,25019,02/27/20,Issued,Sent via Email
8000015927,25639,02/27/20,Issued,Sent via Email
8000015926,14120,02/27/20,Issued,Sent via Email
8000015925,24604,02/27/20,Issued,Sent via Email
8000015924,25672,02/27/20,Issued,Sent via Email
8000015923,24257,02/27/20,Issued,Sent via Email
8000015922,21521,02/27/20,Issued,Sent via Email
8000015921,12983,02/27/20,Issued,Sent via Email
8000015920,16975,02/27/20,Issued,Sent via Email
8000015919,25427,02/27/20,Issued,Sent via Email
8000015918,22806,02/27/20,Issued,Sent via Email
8000015917,22937,02/27/20,Issued,Sent via Email
8000015916,25441,02/27/20,Issued,Sent via Email
8000015915,19249,02/27/20,Issued,Sent via Email
8000015914,20369,02/27/20,Issued,Sent via Email
8000015913,25450,02/27/20,Issued,Sent via Email
8000015912,25387,02/27/20,Issued,Sent via Email
8000015911,25400,02/27/20,Issued,Sent via Email
8000015910,19933,02/27/20,Issued,Sent via Email
8000015909,25193,02/27/20,Issued,Sent via Email
8000015908,21789,02/27/20,Issued,Sent via Email
8000015907,23393,02/27/20,Issued,Sent via Email
8000015906,24915,02/27/20,Issued,Sent via Email
8000015905,25091,02/27/20,Issued,Sent via Email
8000015904,25448,02/27/20,Issued,Sent via Email
8000015903,25088,02/27/20,Issued,Sent via Email
8000015902,22020,02/27/20,Issued,Sent via Email
8000015901,25208,02/27/20,Issued,Sent via Email
8000015900,24720,02/27/20,Issued,Sent via Email
8000015899,23344,02/27/20,Issued,Sent via Email
8000015898,25434,02/27/20,Issued,Sent via Email
8000015897,22181,02/27/20,Issued,Sent via Email
8000015896,22090,02/27/20,Issued,Sent via Email
8000015895,19799,02/27/20,Issued,Sent via Email
8000015894,20659,02/27/20,Issued,Sent via Email
8300015893,1257,02/27/20,Issued,Sent via Email
8000015892,23865,02/27/20,Issued,Sent via Email
8000015891,22638,02/27/20,Issued,Sent via Email
8000015890,24840,02/27/20,Issued,Sent via Email
8000015889,25366,02/27/20,Issued,Sent via Email
8000015888,21473,02/27/20,Issued,Sent via Email
8000015887,25052,02/27/20,Issued,Sent via Email
8000015886,24703,02/27/20,Issued,Sent via Email
8200015885,25020,02/27/20,Issued,Sent via cxml
8300015884,24654,02/27/20,Issued,Sent via Email
8300015883,21728,02/27/20,Issued,Sent via Email
8000015882,25196,02/27/20,Issued,Sent via Email
8000015881,24985,02/27/20,Issued,Sent via Email
8200015880,16702,02/27/20,Issued,Sent via Email
8000015879,21024,02/27/20,Issued,Sent via Email
8000015878,24837,02/27/20,Issued,Sent via Email
8000015877,24920,02/27/20,Issued,Sent via Email
8000015876,23873,02/27/20,Issued,Sent via Email
8300015875,25490,02/27/20,Issued,Sent via Email
8000015874,25259,02/26/20,Issued,Sent via Email
8000015873,24286,02/26/20,Issued,Sent via Email
8000015872,24308,02/26/20,Issued,Sent via Email
8000015871,25199,02/26/20,Issued,Sent via Email
8000015870,25203,02/26/20,Issued,Sent via Email
8000015869,24765,02/26/20,Issued,Sent via Email
8000015868,23017,02/26/20,Issued,Sent via Email
8000015867,25555,02/26/20,Issued,Sent via Email
8000015866,25556,02/26/20,Issued,Sent via Email
8000015865,25380,02/26/20,Issued,Sent via Email
8000015864,20657,02/26/20,Issued,Sent via Email
8000015863,24208,02/26/20,Issued,Sent via Email
8000015862,24758,02/26/20,Issued,Sent via Email
8000015861,24705,02/26/20,Issued,Sent via Email
8000015860,25362,02/26/20,Issued,Sent via Email
8000015859,13791,02/26/20,Issued,Sent via Email
8000015858,22771,02/26/20,Issued,Sent via Email
8000015857,19675,02/26/20,Issued,Sent via Email
8000015856,24168,02/26/20,Issued,Sent via cxml
8000015855,21880,02/26/20,Issued,Sent via Email
8000015854,25595,02/26/20,Issued,Sent via Email
8000015853,11300,02/26/20,Issued,Sent via cxml
8000015852,25471,02/26/20,Issued,Sent via Email
8300015851,23745,02/26/20,Issued,Sent via Email
8000015850,24438,02/26/20,Issued,Sent via cxml
8000015849,24299,02/26/20,Issued,Sent via Email
8000015848,22032,02/26/20,Issued,Sent via Email
8000015847,24434,02/26/20,Issued,Sent via Email
8000015846,24035,02/26/20,Issued,Sent via Email
8000015845,24596,02/26/20,Issued,Sent via Email
8000015844,25565,02/26/20,Issued,Sent via Email
8000015843,25557,02/26/20,Issued,Sent via Email
8000015842,25569,02/26/20,Issued,Sent via Email
8000015841,23645,02/26/20,Issued,Sent via Email
8000015840,25102,02/26/20,Issued,Sent via cxml
8000015839,23540,02/26/20,Issued,Sent via Email
8000015838,24697,02/26/20,Issued,Sent via Email
8000015837,24301,02/26/20,Issued,Sent via Email
8000015836,23709,02/26/20,Issued,Sent via Email
8000015835,15319,02/26/20,Issued,Sent via cxml
8000015834,24239,02/26/20,Issued,Sent via cxml
8000015831,23330,02/26/20,Issued,Sent via Email
8000015830,8207,02/26/20,Issued,Sent via Email
8000015829,22124,02/26/20,Issued,Sent via Email
8000015828,25111,02/26/20,Issued,Sent via Email
8000015827,25517,02/26/20,Issued,Sent via cxml
8000015826,22505,02/26/20,Issued,Sent via Email
8000015825,22997,02/26/20,Issued,Sent via Email
8000015824,25533,02/26/20,Issued,Sent via Email
8000015823,22483,02/26/20,Issued,Pending Manual
8000015822,25089,02/26/20,Issued,Sent via Email
8000015821,24562,02/26/20,Issued,Sent via Email
8000015820,24396,02/26/20,Issued,Sent via Email
8000015819,22930,02/26/20,Issued,Sent via Email
8000015818,21248,02/26/20,Issued,Sent via Email
8000015817,21243,02/26/20,Issued,Sent via Email
8000015816,20099,02/26/20,Issued,Sent via Email
8000015815,4525,02/26/20,Issued,Sent via Email
8000015814,24566,02/26/20,Issued,Sent via Email
8000015813,25591,02/26/20,Issued,Sent via Email
8000015812,25411,02/26/20,Issued,Sent via Email
8000015811,25515,02/26/20,Issued,Sent via Email
8000015810,25520,02/26/20,Issued,Sent via Email
8000015809,25506,02/26/20,Issued,Sent via Email
8000015808,24787,02/26/20,Issued,Sent via Email
8000015807,25513,02/26/20,Issued,Sent via Email
8000015806,25535,02/26/20,Issued,Sent via Email
8000015805,25566,02/26/20,Issued,Sent via Email
8000015804,25584,02/26/20,Issued,Sent via Email
8000015803,25241,02/26/20,Issued,Sent via Email
8000015802,25249,02/26/20,Issued,Sent via Email
8000015801,25247,02/26/20,Issued,Sent via Email
8000015800,25252,02/26/20,Issued,Sent via Email
8000015799,25254,02/26/20,Issued,Sent via Email
8000015798,25255,02/26/20,Issued,Sent via Email
8000015797,25258,02/26/20,Issued,Sent via Email
8000015796,25260,02/26/20,Issued,Sent via Email
8000015795,24603,02/26/20,Issued,Sent via Email
8000015794,25138,02/26/20,Issued,Sent via Email
8000015793,25289,02/26/20,Issued,Sent via Email
8000015792,24142,02/26/20,Issued,Sent via Email
8000015791,21675,02/26/20,Issued,Sent via Email
8000015790,23735,02/26/20,Issued,Sent via cxml
8000015789,24522,02/26/20,Issued,Sent via Email
8000015788,14565,02/26/20,Issued,Sent via Email
8000015787,24466,02/26/20,Issued,Sent via Email
8000015786,21207,02/26/20,Issued,Sent via Email
8000015785,24660,02/26/20,Issued,Sent via Email
8000015784,24646,02/26/20,Issued,Sent via Email
8200015783,2772,02/26/20,Issued,Sent via Email
8000015782,24733,02/26/20,Issued,Sent via Email
8000015781,23055,02/26/20,Issued,Sent via Email
8000015780,24801,02/26/20,Issued,Sent via cxml
8000015779,24980,02/26/20,Issued,Sent via Email
8300015778,20635,02/26/20,Issued,Sent via Email
8000015777,25103,02/26/20,Issued,Sent via Email
8000015776,25049,02/26/20,Issued,Sent via Email
8000015775,25116,02/26/20,Issued,Sent via cxml
8000015774,25151,02/26/20,Issued,Sent via cxml
8000015773,25295,02/26/20,Issued,Transmission Failure
8000015772,21994,02/26/20,Issued,Sent via Email
8000015771,23616,02/26/20,Issued,Sent via Email
8000015770,22926,02/26/20,Issued,Sent via Email
8000015769,24978,02/26/20,Issued,Sent via Email
8000015768,24472,02/26/20,Issued,Sent via Email
8000015767,20133,02/26/20,Issued,Transmission Failure
8000015766,24805,02/26/20,Issued,Sent via Email
8000015765,24945,02/26/20,Issued,Sent via Email
8000015764,23859,02/26/20,Issued,Sent via cxml
8300015763,22163,02/26/20,Issued,Sent via Email
8000015762,24897,02/26/20,Issued,Sent via Email
8300015761,10748,02/26/20,Issued,Sent via Email
8000015760,24981,02/26/20,Issued,Sent via Email
8000015759,22240,02/26/20,Issued,Sent via Email
8000015758,24622,02/26/20,Issued,Sent via Email
8000015757,25057,02/26/20,Issued,Sent via cxml
8000015756,22466,02/26/20,Issued,Sent via cxml
8000015755,25509,02/26/20,Issued,Sent via cxml
8000015754,24644,02/26/20,Issued,Sent via cxml
8000015753,24108,02/26/20,Issued,Sent via Email
8000015752,25032,02/26/20,Issued,Sent via Email
8000015751,24762,02/26/20,Issued,Sent via cxml
8000015750,17347,02/26/20,Issued,Sent via cxml
8000015749,24371,02/26/20,Issued,Sent via Email
8000015748,16215,02/26/20,Issued,Sent via Email
8000015747,24433,02/26/20,Issued,Transmission Failure
8000015745,25164,02/26/20,Issued,Sent via Email
8000015744,24764,02/26/20,Issued,Sent via Email
8000015743,25055,02/26/20,Issued,Sent via cxml
8300015742,12438,02/26/20,Issued,Sent via Email
8000015741,24069,02/26/20,Issued,Sent via Email
8000015740,25170,02/26/20,Issued,Sent via Email
8000015739,24922,02/26/20,Issued,Sent via Email
8000015738,23643,02/26/20,Issued,Sent via Email
8000015737,24851,02/26/20,Issued,Sent via Email
8000015736,23920,02/26/20,Issued,Sent via cxml
8000015734,24523,02/26/20,Issued,Sent via Email
8000015733,25356,02/26/20,Issued,Sent via Email
8000015732,24132,02/26/20,Issued,Sent via Email
8000015731,24248,02/26/20,Issued,Sent via Email
8000015730,25417,02/26/20,Issued,Sent via Email
8000015729,25424,02/26/20,Issued,Sent via cxml
8000015728,25429,02/26/20,Issued,Sent via cxml
8000015727,25445,02/26/20,Issued,Sent via Email
8000015726,24246,02/26/20,Issued,Sent via Email
8000015725,24696,02/26/20,Issued,Sent via Email
8000015724,9756,02/26/20,Issued,Sent via Email
8000015723,24882,02/26/20,Issued,Sent via Email
8300015722,24810,02/26/20,Issued,Sent via Email
8000015721,25078,02/26/20,Issued,Sent via Email
8000015720,24809,02/26/20,Issued,Sent via Email
8000015719,24491,02/26/20,Issued,Sent via Email
8000015718,25446,02/26/20,Issued,Sent via Email
8000015717,24268,02/26/20,Issued,Sent via Email
8000015716,25383,02/26/20,Issued,Sent via Email
8000015715,20918,02/26/20,Issued,Sent via Email
8000015714,25456,02/26/20,Issued,Sent via Email
8000015713,23729,02/26/20,Issued,Sent via Email
8000015712,21159,02/26/20,Issued,Sent via Email
8000015711,20811,02/26/20,Issued,Sent via Email
8000015710,25093,02/26/20,Issued,Transmission Failure
8000015709,23349,02/26/20,Issued,Sent via Email
8000015708,22862,02/26/20,Issued,Sent via Email
8000015707,21263,02/26/20,Issued,Sent via Email
8000015706,24440,02/26/20,Issued,Sent via Email
8000015705,24467,02/26/20,Issued,Sent via Email
8000015704,24093,02/26/20,Issued,Sent via Email
8000015703,20519,02/26/20,Issued,Transmission Failure
8000015702,15523,02/26/20,Issued,Sent via cxml
8000015701,14680,02/26/20,Issued,Sent via Email
8000015700,24937,02/26/20,Issued,Sent via Email
8000015699,23293,02/26/20,Issued,Sent via Email
8000015698,21121,02/26/20,Issued,Sent via Email
8000015697,24054,02/26/20,Issued,Sent via Email
8000015696,25145,02/26/20,Issued,Sent via Email
8000015695,25149,02/26/20,Issued,Sent via Email
8000015694,23794,02/26/20,Issued,Sent via Email
8000015693,24792,02/26/20,Issued,Sent via Email
8000015692,24887,02/26/20,Issued,Sent via Email
8000015691,25180,02/26/20,Issued,Transmission Failure
8000015690,25442,02/26/20,Issued,Sent via Email
8000015689,25187,02/26/20,Issued,Sent via Email
8000015688,24906,02/26/20,Issued,Sent via Email
8300015687,23679,02/26/20,Issued,Sent via Email
8000015686,24829,02/26/20,Issued,Sent via Email
8300015685,23452,02/26/20,Issued,Sent via Email
8000015684,24724,02/26/20,Issued,Sent via Email
8000015683,24824,02/26/20,Issued,Sent via Email
8000015682,24550,02/26/20,Issued,Sent via Email
8000015681,25184,02/26/20,Issued,Sent via Email
8200015680,25014,02/26/20,Issued,Sent via Email
8200015679,25272,02/26/20,Issued,Sent via Email
8200015678,24511,02/26/20,Issued,Sent via Email
8200015677,25305,02/26/20,Issued,Sent via Email
8000015676,23757,02/26/20,Issued,Sent via cxml
8000015675,24739,02/26/20,Issued,Sent via Email
8000015674,25127,02/26/20,Issued,Sent via Email
8000015673,22185,02/26/20,Issued,Sent via Email
8000015672,25331,02/26/20,Issued,Sent via Email
8000015671,24969,02/26/20,Issued,Sent via Email
8000015670,22530,02/26/20,Issued,Sent via Email
8000015669,25389,02/26/20,Issued,Sent via Email
8200015668,23567,02/26/20,Issued,Sent via Email
8000015667,25361,02/26/20,Issued,Sent via cxml
8000015665,25378,02/26/20,Issued,Sent via Email
8000015664,17797,02/26/20,Issued,Sent via Email
8300015663,20698,02/26/20,Issued,Sent via Email
8300015662,16314,02/26/20,Cancelled,Sent via Email
8000015661,25107,02/26/20,Issued,Sent via cxml
8000015660,17902,02/26/20,Issued,Sent via Email
8000015659,24760,02/26/20,Issued,Sent via cxml
8000015658,25015,02/26/20,Issued,Sent via Email
8000015657,17079,02/26/20,Issued,Sent via Email
8000015656,24372,02/26/20,Issued,Sent via Email
8000015655,25029,02/26/20,Issued,Sent via Email
8000015654,25026,02/26/20,Issued,Sent via Email
8200015653,23568,02/26/20,Issued,Sent via Email
8000015652,23595,02/26/20,Issued,Sent via Email
8000015651,24966,02/26/20,Issued,Sent via Email
8000015650,25161,02/26/20,Issued,Sent via cxml
8000015649,19899,02/26/20,Issued,Sent via Email
8000015648,23963,02/26/20,Issued,Sent via Email
8000015647,17931,02/26/20,Issued,Sent via Email
8000015646,24804,02/26/20,Issued,Sent via Email
8300015645,24815,02/26/20,Issued,Sent via Email
8200015644,24982,02/26/20,Issued,Sent via Email
8000015643,19350,02/26/20,Issued,Sent via Email
8200015642,25006,02/26/20,Issued,Sent via Email
8000015641,25113,02/26/20,Issued,Sent via cxml
8000015640,25301,02/26/20,Issued,Sent via cxml
8200015639,23549,02/26/20,Issued,Sent via Email
8300015638,22788,02/26/20,Issued,Sent via Email
8200015637,24504,02/26/20,Issued,Sent via Email
8000015636,23845,02/25/20,Issued,Sent via Email
8000015635,24868,02/25/20,Issued,Sent via Email
8000015634,24418,02/25/20,Issued,Sent via cxml
8000015633,24865,02/25/20,Issued,Sent via Email
8000015632,19190,02/25/20,Issued,Sent via Email
8000015631,12587,02/25/20,Issued,Sent via Email
8000015630,25169,02/25/20,Issued,Sent via Email
8000015629,25337,02/25/20,Issued,Sent via Email
8000015628,25221,02/25/20,Issued,Sent via Email
8000015627,21700,02/25/20,Issued,Sent via Email
8000015626,23699,02/25/20,Issued,Sent via Email
8000015625,23731,02/25/20,Issued,Sent via Email
8000015624,22643,02/25/20,Issued,Sent via Email
8000015623,24910,02/25/20,Issued,Sent via Email
8000015622,17409,02/25/20,Issued,Sent via cxml
8000015621,24089,02/25/20,Issued,Sent via Email
8000015620,24518,02/25/20,Issued,Sent via Email
8000015619,24987,02/25/20,Issued,Sent via Email
8000015618,23911,02/25/20,Issued,Sent via Email
8000015617,25206,02/25/20,Issued,Sent via Email
8000015616,25228,02/25/20,Issued,Sent via Email
8000015615,25230,02/25/20,Issued,Sent via Email
8000015614,25236,02/25/20,Issued,Sent via Email
8000015613,25154,02/25/20,Issued,Sent via cxml
8000015612,25162,02/25/20,Issued,Sent via cxml
8000015611,25166,02/25/20,Issued,Sent via cxml
8000015610,22153,02/25/20,Issued,Sent via Email
8000015609,22227,02/25/20,Issued,Sent via Email
8000015608,24891,02/25/20,Issued,Sent via cxml
8000015607,24873,02/25/20,Issued,Sent via Email
8000015606,24222,02/25/20,Issued,Sent via Email
8000015605,24838,02/25/20,Issued,Sent via cxml
8000015604,23580,02/25/20,Issued,Sent via cxml
8000015603,21410,02/25/20,Issued,Sent via Email
8000015602,20494,02/25/20,Issued,Sent via Email
8000015601,22898,02/25/20,Issued,Sent via Email
8000015600,23500,02/25/20,Issued,Sent via Email
8000015599,23964,02/25/20,Issued,Sent via Email
8000015598,23191,02/25/20,Issued,Sent via Email
8000015597,23631,02/25/20,Issued,Sent via Email
8000015596,24119,02/25/20,Issued,Sent via Email
8000015595,19519,02/25/20,Issued,Sent via Email
8000015594,25244,02/25/20,Issued,Sent via cxml
8000015593,24203,02/25/20,Issued,Sent via Email
8000015592,22289,02/25/20,Issued,Sent via Email
8000015591,25235,02/25/20,Issued,Sent via Email
8000015590,25200,02/25/20,Issued,Not Sent
8000015589,25198,02/25/20,Issued,Not Sent
8000015588,23784,02/25/20,Issued,Sent via Email
8000015587,24380,02/25/20,Issued,Sent via Email
8000015586,7698,02/25/20,Issued,Sent via cxml
8000015585,24394,02/25/20,Issued,Sent via Email
8000015584,23074,02/25/20,Issued,Sent via Email
8000015583,21191,02/25/20,Issued,Sent via cxml
8000015581,23067,02/25/20,Issued,Sent via Email
8000015580,23687,02/25/20,Issued,Sent via Email
8000015579,24134,02/25/20,Issued,Sent via Email
8000015578,24421,02/25/20,Issued,Sent via Email
8000015577,23501,02/25/20,Issued,Sent via Email
8000015576,24800,02/25/20,Issued,Sent via Email
8000015575,21670,02/25/20,Issued,Sent via Email
8000015574,24788,02/25/20,Issued,Sent via Email
8000015573,24150,02/25/20,Issued,Sent via Email
8000015572,24938,02/25/20,Issued,Transmission Failure
8000015571,24964,02/25/20,Issued,Sent via Email
8000015570,25148,02/25/20,Issued,Sent via cxml
8300015569,23361,02/25/20,Issued,Sent via Email
8000015568,24136,02/25/20,Issued,Sent via Email
8300015567,24492,02/25/20,Issued,Sent via Email
8000015566,24151,02/25/20,Issued,Sent via Email
8000015565,24869,02/25/20,Issued,Sent via cxml
8000015564,23121,02/25/20,Issued,Sent via cxml
8000015563,25144,02/25/20,Issued,Sent via Email
8000015562,16612,02/25/20,Issued,Sent via Email
8000015561,24632,02/25/20,Issued,Sent via cxml
8000015560,23194,02/25/20,Issued,Sent via Email
8000015559,24711,02/25/20,Issued,Sent via Email
8000015558,24793,02/25/20,Issued,Sent via Email
8000015557,24919,02/25/20,Issued,Sent via Email
8000015556,24880,02/25/20,Issued,Sent via Email
8000015555,21022,02/25/20,Issued,Sent via Email
8000015554,22832,02/25/20,Issued,Sent via Email
8000015553,24384,02/25/20,Issued,Sent via cxml
8000015552,23142,02/25/20,Issued,Sent via cxml
8000015551,24790,02/25/20,Issued,Sent via Email
8000015550,23972,02/25/20,Issued,Sent via Email
8000015549,24898,02/25/20,Issued,Sent via Email
8000015548,11159,02/25/20,Issued,Sent via Email
8000015547,25061,02/25/20,Issued,Sent via cxml
8000015546,24407,02/25/20,Issued,Sent via Email
8000015545,15271,02/25/20,Issued,Sent via Email
8000015544,24458,02/25/20,Issued,Sent via Email
8000015543,24020,02/25/20,Issued,Sent via Email
8000015542,24583,02/25/20,Issued,Sent via Email
8000015541,14374,02/25/20,Issued,Sent via Email
8000015540,23301,02/25/20,Issued,Sent via Email
8000015539,21392,02/25/20,Issued,Sent via Email
8000015538,23497,02/25/20,Issued,Sent via Email
8000015537,25204,02/25/20,Issued,Sent via cxml
8000015536,25175,02/25/20,Issued,Sent via Email
8000015535,24393,02/25/20,Issued,Sent via Email
8300015534,24180,02/25/20,Issued,Sent via Email
8000015533,24731,02/25/20,Issued,Sent via Email
8000015532,25071,02/25/20,Issued,Sent via cxml
8000015531,24883,02/25/20,Issued,Sent via Email
8000015530,25176,02/25/20,Issued,Sent via Email
8000015529,25133,02/25/20,Issued,Sent via Email
